,Feature,Kepler_Importance
333,333,0.0013825073014301914
334,334,0.00019451980583662376
335,335,0.0005537967903983532
336,336,0.00024558419825027045
337,337,0.00041762705619474705
338,338,5.972857320368785e-05
339,339,0.00159898445603468
340,340,0.0011732638595544076
341,341,0.0004883643300387375
342,342,0.00031237657508909056
343,343,0.00792856564803579
344,344,0.004360595580794269
345,345,0.008028632348333287
346,346,0.008345216931518573
347,347,0.007049613099511465
348,348,0.005981000227130218
349,349,0.004179635884084876
350,350,0.005530136740967806
351,351,0.004779726484528624
352,352,0.0038792601136655724
353,353,0.0039230221987268665
354,354,0.004182073367729688
355,355,0.0041504384013356654
356,356,0.005332053541866055
357,357,0.00466084224613128
358,358,0.005294439927583161
359,359,0.004077314198027371
360,360,0.00014195543403738853
361,361,0.00249850936777829
362,362,0.004416969960302164
363,363,0.0016728755926810335
364,364,0.0007003601517360236
365,365,0.0006684934499973094
366,366,0.0010914324868911418
367,367,0.0003080639338012281
368,368,0.0004236480070201054
369,369,0.00011457717920626553
370,370,0.00021338614107169196
371,371,0.00015991468535780928
372,372,0.0012731486458934516
373,373,0.0011011078389512319
374,374,0.00021661660026872642
375,375,0.0005383125669867761
376,376,0.005695580677094303
377,377,0.007614531392275747
378,378,0.005779279855404051
379,379,0.004247605137977173
380,380,0.0031677500402974568
381,381,0.004357402875843186
382,382,0.0029482155268160115
383,383,0.002938284128514601
384,384,0.002576600583341526
385,385,0.0029572962268735736
386,386,0.002564739714686959
387,387,0.004472908915121865
388,388,0.0038344295332161105
389,389,0.0035456311520574157
390,390,0.002629964536913665
391,391,0.007146151524065614
392,392,0.006243124679086387
393,393,0.005451538111483134
394,394,0.0041543353728843435
395,395,0.005527130133572644
396,396,0.004506395677060349
397,397,0.004102630745728253
398,398,0.004152770894619406
399,399,0.004453795626377488
400,400,0.0044414433216983795
401,401,0.005297595148171852
402,402,0.004703197328550401
403,403,0.004941692085541738
404,404,0.003897169446490989
405,405,0.0041063145807230805
406,406,0.003469133590287443
407,407,0.002425987262252516
408,408,0.0033535789085639145
409,409,0.0021055951191399913
410,410,0.0018233976564093757
411,411,0.0013029697555446695
412,412,0.0019613154976291236
413,413,0.0016448338347408997
414,414,0.003483923475850581
415,415,0.003010673222398119
416,416,0.002322183634600905
417,417,0.001769982089105615
418,418,0.0011533404410231096
419,419,0.0014576256062558413
420,420,0.0023563237341983623
421,421,0.0009243161742167327
422,422,0.0010438851858587395
423,423,0.0004991306786954475
424,424,0.0008865225644255625
425,425,0.00042505417772187304
426,426,0.0022475916898695436
427,427,0.0017575665305609167
428,428,0.0009285005687924563
429,429,0.0010379077446600604
430,430,0.0009773293788235549
431,431,0.001949526786169331
432,432,0.0007399174602056302
433,433,0.0007652068429584435
434,434,0.0007357678496909825
435,435,0.0007224155957759049
436,436,0.0007021141735884529
437,437,0.002110119379204911
438,438,0.0016069512567205013
439,439,0.0010450972256030866
440,440,0.0011854945742166834
441,441,0.0020059833108514447
442,442,0.0014827994576157577
443,443,0.0013181560267127024
444,444,0.0013126356184842702
445,445,0.001305122312182494
446,446,0.0014098088096820005
447,447,0.0029784781201522836
448,448,0.002301440352752815
449,449,0.0016207819883138352
450,450,0.0014774887880805165
451,451,0.00020683235705820646
452,452,0.0008800512224702572
453,453,0.00023594556225470242
454,454,0.000473575381277791
455,455,9.439203160543919e-05
456,456,0.0015778207170932257
457,457,0.0013378599116860013
458,458,0.00014228757835343941
459,459,0.00016776760237224853
460,460,0.0006357206566537377
461,461,0.0003891466693413115
462,462,0.0007466917127038064
463,463,0.00048288594710477195
464,464,0.0017555677122578217
465,465,0.001389840103550699
466,466,0.00065401468045867
467,467,0.000537390384971137
468,468,0.00043767940162697805
469,469,0.00032735052990240376
470,470,0.00035148091877157395
471,471,0.001561543381846442
472,472,0.0010446674203756778
473,473,0.0004919735925056345
474,474,0.0003891667159193757
475,475,0.0003932079946777911
476,476,0.00040923993464858643
477,477,0.0015450709399907891
478,478,0.0013567656452025956
479,479,0.0007037364733178952
480,480,0.0003567513112393561
481,481,0.00020759300816608484
482,482,0.0013315726247515869
483,483,0.0009597091857599382
484,484,0.0003968314095819103
485,485,0.00043698729805674574
486,486,0.0020937447461303327
487,487,0.002116416836161261
488,488,0.0015313077963314825
489,489,0.0017686891575838803
490,490,0.001537474706045705
491,491,0.0011515432233597522
492,492,0.001227200990509214
493,493,0.0012665465092119854
494,494,0.0010990018399170687
495,495,0.0014081462356536623
